"address","city","zip_code","sold_date","price","rooms","size","build_year","latitude","longitude"
"Paradisgade 7, 1. th","Aarhus C",8000,"2017-07-26",1575000,2,44,1866,56.1601,10.209663
"Nyborggade 4, 3. th","Aarhus C",8000,"2017-07-26",2500000,2,63,1907,56.14426,10.204999
"Hans Schourups Gade 8, 3. th","Aarhus C",8000,"2017-07-26",2103000,2,70,1935,56.14162,10.191557
"Marius Simonsens Vej 17, st. th","Aarhus N",8200,"2017-07-25",1949000,3,66,1953,56.17596,10.204699
"Dronning Margrethes Vej 23, 3. tv","Aarhus N",8200,"2017-07-25",3480000,4,88,1912,56.170406,10.219475
"Molsgade 6, st. th","Aarhus C",8000,"2017-07-25",2098000,2,57,1901,56.16268,10.214457
"Daugbjergvej 28, 3. 17","Aarhus C",8000,"2017-07-24",2125000,2,65,2007,56.155296,10.183116
"Nørre Allé 37, st. tv","Aarhus C",8000,"2017-07-23",1700000,5,102,1912,56.15968,10.203379
"Molsgade 1, 1. tv","Aarhus C",8000,"2017-07-23",1785000,4,101,1900,56.16235,10.214858
"Ivar Huitfeldts Gade 81, 2. tv","Aarhus N",8200,"2017-07-21",2360000,2,62,1936,56.173824,10.2137165
"Jens Baggesens Vej 98, 6. tv","Aarhus N",8200,"2017-07-20",2550000,3,85,1968,56.17065,10.196451
"Skovvejen 85, 1","Aarhus C",8000,"2017-07-20",2800000,4,78,1898,56.166862,10.217977
"Ivar Huitfeldts Gade 27, 3. tv","Aarhus N",8200,"2017-07-20",2390000,2,62,1933,56.171146,10.214375
"Chr. Kiers Plads 5, st. th","Aarhus C",8000,"2017-07-20",1188000,2,57,1925,56.145077,10.190369
"Lyøgade 11, 3","Aarhus N",8200,"2017-07-19",2855000,4,96,1939,56.173855,10.200452
"Finderupvej 2N, 2. 4","Aarhus C",8000,"2017-07-19",3100000,3,93,2009,56.15505,10.181395
"Finderupvej 2D, 4. 8","Aarhus C",8000,"2017-07-19",2650000,3,89,2009,56.155525,10.182226
"Aldersrovej 11, 2. th","Aarhus N",8200,"2017-07-18",2360000,2,67,1940,56.17067,10.21155
"Strandparken 22, 1. tv","Aarhus C",8000,"2017-07-18",3600000,3,94,1938,56.144512,10.208117
"Vestervang 34, 5. mf","Aarhus C",8000,"2017-07-18",2148000,2,66,1983,56.164543,10.191281
"Sonnesgade 17, 1. tv","Aarhus C",8000,"2017-07-18",2058000,2,58,1918,56.150177,10.194164
"Ivar Huitfeldts Gade 64A, kl","Aarhus N",8200,"2017-07-18",1845000,2,63,1937,56.17249,10.214527
"Marius Simonsens Vej 1, 3. th","Aarhus N",8200,"2017-07-17",970000,2,54,1952,56.174824,10.204751
"Silkeborgvej 120, 1. tv","Aarhus C",8000,"2017-07-17",1898000,2,64,1935,56.15681,10.18027
"Skanderborgvej 40, 4. 3","Aarhus C",8000,"2017-07-16",1600000,2,66,1960,56.141174,10.183638
"Jens Baggesens Vej 110, 4. tv","Aarhus N",8200,"2017-07-15",2215000,3,85,1968,56.171185,10.197202
"Joh. Baunes Plads 18, 1. th","Aarhus C",8000,"2017-07-15",2175000,2,73,1933,56.14058,10.193851
"Søndre Ringgade 14, 5. th","Aarhus C",8000,"2017-07-14",9750000,3,66,1933,56.14251,10.192129
"Marselis Boulevard 28, 4. 2","Aarhus C",8000,"2017-07-14",1500000,2,52,1959,56.141796,10.201582
"Mejlgade 82A, st. tv","Aarhus C",8000,"2017-07-13",1200000,2,47,1901,56.161594,10.214481
"Lundingsgade 12, 3","Aarhus C",8000,"2017-07-13",2575000,3,79,1902,56.146206,10.195036
"P.P. Ørums Gade 10, 2. tv","Aarhus C",8000,"2017-07-13",2435000,2,71,1935,56.140877,10.192358
"Marius Simonsens Vej 1, 3. tv","Aarhus N",8200,"2017-07-12",2248000,3,64,1952,56.174824,10.204751
"Peder Skrams Gade 1A, st","Aarhus N",8200,"2017-01-12",3700000,3,107,1908,56.173088,10.220674
"Ceresbyen 37, 5. 1","Aarhus C",8000,"2017-01-12",3050000,3,92,2017,56.156746,10.1917095
"Skanderborgvej 40, 3. 4","Aarhus C",8000,"2017-01-12",1575000,2,59,1960,56.141174,10.183638
"Sjællandsgade 83, st. th","Aarhus C",8000,"2017-01-11",1925000,2,56,1886,56.162895,10.205327
"Falstersgade 46, 5. th","Aarhus C",8000,"2017-01-11",1525000,1,49,1935,56.164326,10.199408
"Bernhardt Jensens Boulevard 117, 6. 2","Aarhus C",8000,"2017-01-11",3500000,2,91,2017,56.166786,10.227049
"Ceresbyen 38, 1. 2","Aarhus C",8000,"2017-01-10",2500000,3,72,2017,56.156174,10.191276
"Ceresbyen 31, 2. 3","Aarhus C",8000,"2017-01-10",1875000,2,53,2017,56.156517,10.190962
"Rosensgade 30C, st. th","Aarhus C",8000,"2017-01-10",2650000,3,79,1846,56.15804,10.209711
"Thorvaldsensgade 31, 4. 1","Aarhus C",8000,"2017-01-10",2750000,3,77,2017,56.156837,10.19446
"Frederiks Plads 16, 1. 2","Aarhus C",8000,"2017-01-10",2500000,2,74,2017,56.148922,10.208356
"Vestervang 41, 5. 4152","Aarhus C",8000,"2017-01-09",1640000,1,46,1969,56.165054,10.189107
"Lundingsgade 15, 1. th","Aarhus C",8000,"2017-01-09",2045000,2,64,1901,56.14623,10.195436
"Skt. Pauls Gade 27C, st. th","Aarhus C",8000,"2017-01-09",5410000,2,129,1913,56.145817,10.201028
"Skt. Nicolaus Gade 3, 4. 13","Aarhus C",8000,"2017-01-09",1600000,2,51,1969,56.151073,10.199332
"Grønnegade 85, st. tv","Aarhus C",8000,"2017-01-08",2075000,2,54,1917,56.15994,10.200658
"Anholtsgade 16, st. tv","Aarhus C",8000,"2017-01-08",1975000,2,58,1929,56.16084,10.208173
"Åboulevarden 51, 1. tv","Aarhus C",8000,"2017-01-08",3400000,3,96,1925,56.15613,10.204875
"Ceresbyen 31, 4. 3","Aarhus C",8000,"2017-01-08",1975000,2,53,2017,56.156517,10.190962
"Wilstersgade 18, 1","Aarhus C",8000,"2017-01-08",3440000,4,102,1897,56.148273,10.194882
"Frederiks Plads 8, 3. 2","Aarhus C",8000,"2017-01-08",2600000,2,74,2017,56.149246,10.208593
"Skovvejen 44A, 4. tv","Aarhus C",8000,"2017-01-05",2195000,2,62,1936,56.16811,10.2189
"Bogensegade 9, 3. tv","Aarhus C",8000,"2017-01-05",3568000,3,81,1910,56.14406,10.201403
"Silkeborgvej 7, 4. 3","Aarhus C",8000,"2017-01-05",2475000,3,73,2017,56.156742,10.190741
"Stadion Allé 25, 5","Aarhus C",8000,"2017-01-05",3650000,5,118,1929,56.14213,10.194655
"Skolegade 23, 2. th","Aarhus C",8000,"2017-01-05",2600000,3,102,1989,56.155315,10.21159
"Skt. Pauls Gade 8A, 1","Aarhus C",8000,"2017-01-04",1495000,2,65,1896,56.146698,10.205919
"Skernvej 6, st. th","Aarhus C",8000,"2017-01-04",2070000,2,64,1931,56.157745,10.189967
"Frederiks Plads 8, 3. 1","Aarhus C",8000,"2017-01-04",2550000,2,73,2017,56.149246,10.208593
"Chr. Wærums Gade 29, 5. th","Aarhus C",8000,"2017-01-03",2154750,4,81,1933,56.142056,10.193329
"Skovvejen 44C, 1. tv","Aarhus C",8000,"2017-01-03",1365000,1,37,1936,56.167942,10.218883
"Marselis Boulevard 38, 4. 402","Aarhus C",8000,"2017-01-03",1945000,2,70,1966,56.14099,10.196882
"Frederiks Plads 16, 2. 9","Aarhus C",8000,"2017-01-03",2250000,2,60,2017,56.148922,10.208356
"Gustav Wieds Vej 25, 1. tv","Aarhus C",8000,"2017-01-02",2050000,4,109,1952,56.169052,10.196108
"Tage-Hansens Gade 5, st. tv","Aarhus C",8000,"2017-01-02",1725000,2,64,1945,56.15747,10.184175
"Vestervang 29, 4. th","Aarhus C",8000,"2017-01-01",2310000,2,69,1983,56.164345,10.192488
"Jens Baggesens Vej 110, 2. th","Aarhus N",8200,"2017-12-21",1500000,3,86,1968,56.171185,10.197202
"Anholtsgade 11, 3. tv","Aarhus C",8000,"2017-12-21",2340000,3,77,1909,56.160805,10.208547
"Skt. Pauls Gade 12, 2","Aarhus C",8000,"2017-12-21",1425000,3,75,1898,56.146664,10.205425
"Nordre Ringgade 102, st. th","Aarhus N",8200,"2017-12-21",1800000,3,77,1934,56.174137,10.214211
"Marselisborg Allé 11, 5. th","Aarhus C",8000,"2017-12-21",2550000,2,62,1938,56.147312,10.20739
"Østboulevarden 1, 2. th","Aarhus C",8000,"2017-12-20",3215000,4,82,1895,56.163567,10.214439
"P.P. Ørums Gade 14, 2. tv","Aarhus C",8000,"2017-12-20",1530000,3,88,1934,56.141094,10.19202
"Nordre Ringgade 112, 2. th","Aarhus N",8200,"2017-12-19",1880000,2,59,1930,56.174507,10.215128
"Chr. Wærums Gade 22, 1. tv","Aarhus C",8000,"2017-12-19",1355000,2,68,1933,56.142525,10.192714
"Fynsgade 2, st. tv","Aarhus C",8000,"2017-12-19",2375000,2,79,1936,56.16469,10.202532
"Otte Ruds Gade 49, 2","Aarhus N",8200,"2017-12-19",2850000,5,107,1932,56.171856,10.214039
"Ceresbyen 48, 3. 1","Aarhus C",8000,"2017-12-19",2200000,2,52,2018,56.156353,10.192664
"Åboulevarden 55, 4. th","Aarhus C",8000,"2017-12-19",1760000,2,70,1928,56.155956,10.204189
"Grønnegade 77D, 2. th","Aarhus C",8000,"2017-12-19",2825000,3,61,1900,56.1593,10.200428
"Borggade 11, 1. tv","Aarhus C",8000,"2017-12-18",2600000,4,105,1932,56.160084,10.208657
"Chr. Molbechs Vej 12, 1. tv","Aarhus C",8000,"2017-12-18",1550000,3,71,1948,56.166492,10.189944
"Langelinieparken 9, 1. tv","Aarhus C",8000,"2017-12-18",6500000,3,136,2003,56.168682,10.220784
"Nordborggade 38, 3. tv","Aarhus C",8000,"2017-12-18",2600000,3,77,1952,56.146267,10.18485
"Marselisborg Allé 11, 2. tv","Aarhus C",8000,"2017-12-18",3800000,4,97,1938,56.147312,10.20739
"Esther Aggebos Gade 10, 2. 4","Aarhus C",8000,"2017-12-18",3150000,3,98,2017,56.166588,10.226433
"Ceresbyen 36, 4. 4","Aarhus C",8000,"2017-12-18",3498000,2,90,2017,56.156067,10.191401
"Jette Tikjøbs Plads 7, st","Aarhus C",8000,"2017-12-18",2850000,3,77,2017,56.16713,10.22768
"Havnegade 16, 2. tv","Aarhus C",8000,"2017-12-18",1425000,2,68,1955,56.155384,10.212263
"Jægergårdsgade 148, 3. tv","Aarhus C",8000,"2017-12-17",2500000,2,62,1912,56.1482,10.208733
"Høegh-Guldbergs Gade 57, 3","Aarhus C",8000,"2017-12-17",3483330,6,214,1891,56.163006,10.208888
"Tordenskjoldsgade 31, 2. th","Aarhus N",8200,"2017-12-17",2500000,2,68,1931,56.17112,10.215952
"Nørre Allé 46B, st","Aarhus C",8000,"2017-12-17",1110000,2,79,1916,56.160213,10.204772
"Skovvejen 69, kl","Aarhus C",8000,"2017-12-17",300000,1,44,1876,56.16637,10.217955
"Valdemars Have 9, 4. th","Aarhus C",8000,"2017-12-17",6400000,4,130,2019,56.15133,10.196554
"Irma Pedersens Gade 15, 2. 1","Aarhus C",8000,"2017-12-17",4457279,3,103,2019,56.163555,10.228079
"Lyøgade 4, 2. th","Aarhus N",8200,"2017-12-17",1660000,2,65,1939,56.173813,10.201437
"Irma Pedersens Gade 115, 4. 3","Aarhus C",8000,"2017-12-17",2750000,2,58,2019,56.16301,10.228783
"Læssøesgade 45, st. th","Aarhus C",8000,"2017-12-16",1800000,2,52,1913,56.14768,10.19166
"Ceresbyen 66, 2. 5","Aarhus C",8000,"2017-12-16",4750000,3,109,2017,56.15669,10.194395
"Ny Munkegade 94, 2. tv","Aarhus C",8000,"2017-12-15",1105000,2,63,1935,56.164658,10.20088
"Langenæs Allé 45, 3. tv","Aarhus C",8000,"2017-12-15",1125000,1,40,1960,56.14123,10.181136
"Langelandsgade 199, 3. th","Aarhus N",8200,"2017-12-14",1250000,2,60,1939,56.172867,10.200344
"Falstersgade 41B, 2. tv","Aarhus C",8000,"2017-12-14",3195000,4,91,1968,56.163906,10.198709
"P.P. Ørums Gade 38, 2. tv","Aarhus C",8000,"2017-12-14",3500000,4,108,1937,56.14245,10.188339
"Jens Baggesens Vej 98, 4. th","Aarhus N",8200,"2017-12-14",1725000,3,86,1968,56.17065,10.196451
"Skanderborgvej 92, 3. tv","Aarhus C",8000,"2017-12-14",2800000,3,102,1943,56.139935,10.181455
"Bernhardt Jensens Boulevard 105, st","Aarhus C",8000,"2017-12-14",2800000,3,92,2017,56.166805,10.226371
"Esther Aggebos Gade 10, 4. 1","Aarhus C",8000,"2017-12-14",2525000,2,63,2017,56.166588,10.226433
"Åboulevarden 62, 2","Aarhus C",8000,"2017-06-26",2060000,3,77,1910,56.156826,10.207462
"Aldersrovej 48, st. th","Aarhus N",8200,"2017-06-26",1460000,2,58,1939,56.17484,10.21051
"Ringkøbingvej 6, 2. th","Aarhus C",8000,"2017-06-26",1300000,2,59,1939,56.157112,10.18913
"Chr. Wærums Gade 8, 2. tv","Aarhus C",8000,"2017-06-26",1232500,3,66,1931,56.14363,10.192466
"Telefontorvet 6, 4. th","Aarhus C",8000,"2017-06-26",3180000,3,82,2005,56.155716,10.206929
"Tage-Hansens Gade 1, 4. tv","Aarhus C",8000,"2017-06-26",1753000,3,96,1945,56.157227,10.184179
"Edouard Suensons Gade 6, 5. s","Aarhus N",8200,"2017-06-25",552000,1,52,1966,56.17092,10.217527
"Montanagade 3, st","Aarhus C",8000,"2017-06-25",4026500,3,90,1872,56.14773,10.200052
"Fynsgade 17, 2. tv","Aarhus C",8000,"2017-06-25",2200000,2,55,1896,56.164158,10.201896
"Paludan-Müllers Vej 5, st","Aarhus C",8000,"2017-06-25",3250000,3,92,1927,56.16537,10.194793
"Dagmar Petersens Gade 102, 1. 2","Aarhus C",8000,"2017-06-25",4750000,4,140,2017,56.167255,10.227376
"Knudrisgade 49, 2","Aarhus C",8000,"2017-06-25",2375000,2,72,1895,56.163433,10.214373
"Edouard Suensons Gade 6, 6. u","Aarhus N",8200,"2017-06-24",1300000,1,54,1966,56.17092,10.217527
"Helgolandsgade 16, st","Aarhus C",8000,"2017-06-24",2000000,2,66,1886,56.148605,10.200943
"Vestre Ringgade 41, 3. tv","Aarhus C",8000,"2017-06-22",1745000,3,70,1933,56.156425,10.182216
"Gustav Wieds Vej 29, st. tv","Aarhus C",8000,"2017-06-22",2275000,3,88,1952,56.169277,10.195854
"Marstrandsgade 34, st","Aarhus C",8000,"2017-06-22",2350000,3,68,1900,56.153996,10.196463
"Heibergsgade 6, st","Aarhus C",8000,"2017-06-22",1875000,2,54,1896,56.146988,10.207421
"Skanderborgvej 40, 6. 4","Aarhus C",8000,"2017-06-22",1600000,2,59,1960,56.141174,10.183638
"Heibergsgade 6, 1","Aarhus C",8000,"2017-06-22",1880000,2,54,1896,56.146988,10.207421
"Ceresbyen 34, st. 3","Aarhus C",8000,"2017-06-22",2525000,3,64,2017,56.155922,10.191723
"Finderupvej 2D, 2. 7","Aarhus C",8000,"2017-06-22",2625000,3,87,2009,56.155525,10.182226
"Finderupvej 2D, 1. 4","Aarhus C",8000,"2017-06-22",2600000,3,87,2009,56.155525,10.182226
"Carl Blochs Gade 21, 1. tv","Aarhus C",8000,"2017-06-22",3149000,3,79,1918,56.15554,10.194922
"Niels Juels Gade 1, st","Aarhus N",8200,"2017-06-21",2479000,2,97,1900,56.169437,10.21896
"Schleppegrellsgade 8, 3. th","Aarhus C",8000,"2017-06-21",1779000,1,54,1901,56.1469,10.192676
"Ceresbyen 50, 3. 2","Aarhus C",8000,"2017-06-21",2525000,2,63,2018,56.156174,10.192819
"Frederiks Plads 8, 2. 8","Aarhus C",8000,"2017-06-21",3650000,3,89,2017,56.149246,10.208593
"Frederiks Plads 8, 4. 7","Aarhus C",8000,"2017-06-21",3700000,3,89,2017,56.149246,10.208593
"Vestre Ringgade 208, 5. th","Aarhus C",8000,"2017-06-20",1687000,2,49,1950,56.169098,10.194635
"Skanderborgvej 92, 2. 3","Aarhus C",8000,"2017-06-20",1550000,2,55,1943,56.139935,10.181455
"Aldersrovej 11, 4. th","Aarhus N",8200,"2017-06-20",1300000,2,67,1940,56.17067,10.21155
"Helga Pedersens Gade 1, st. 3","Aarhus C",8000,"2017-06-20",3705000,3,107,2014,56.16648,10.229388
"Rudolph Wulffs Gade 1, 1. tv","Aarhus C",8000,"2017-06-19",2870000,4,103,1953,56.140545,10.185687
"Skt. Pauls Gade 27G, 2. th","Aarhus C",8000,"2017-06-19",2775000,3,65,1913,56.146133,10.201188
"Vestre Ringgade 168, 1. th","Aarhus C",8000,"2017-06-18",2245000,3,83,1949,56.166943,10.190318
"Regenburgsgade 6, st. tv","Aarhus C",8000,"2017-06-18",2130000,2,66,1945,56.157207,10.183928
"Skt. Pauls Gade 28, 2","Aarhus C",8000,"2017-06-18",2180000,2,57,1899,56.146606,10.204484
"J. Michaelsens Gade 2, st","Aarhus C",8000,"2017-06-18",2323000,2,57,1910,56.14412,10.202427
"Frederiks Plads 8, 8. 4","Aarhus C",8000,"2018-01-15",5550000,3,112,2017,56.149246,10.208593
"Vesterbrogade 11, 2. 6","Aarhus C",8000,"2018-01-15",2050000,2,64,1984,56.157818,10.196739
"Frederiks Plads 16, 5. 9","Aarhus C",8000,"2018-01-15",2698000,2,61,2017,56.148922,10.208356
"Ceresbyen 48, st. 3","Aarhus C",8000,"2018-01-15",2750000,3,71,2018,56.156353,10.192664
"St.St. Blichers Gade 6, 2","Aarhus C",8000,"2018-01-14",930000,4,92,1893,56.148117,10.206102
"Nordborggade 38, 2. tv","Aarhus C",8000,"2018-01-14",2500000,3,77,1952,56.146267,10.18485
"Bissensgade 11, 1. th","Aarhus C",8000,"2018-01-14",2350000,2,58,1925,56.155018,10.196697
"Vestervang 25H, st. th","Aarhus C",8000,"2018-01-14",2850000,3,91,1985,56.16427,10.191147
"Frederiks Plads 8, 1. 4","Aarhus C",8000,"2018-01-14",3200000,3,79,2017,56.149246,10.208593
"Skovvangsvej 60, 2. tv","Aarhus N",8200,"2018-01-12",1875000,2,56,1950,56.176067,10.205239
"Heibergsgade 14, 1","Aarhus C",8000,"2018-01-11",2740000,2,68,1895,56.146732,10.207777
"Heibergsgade 2, 1. th","Aarhus C",8000,"2018-01-11",3399000,3,102,1890,56.147022,10.2072
"Silkeborgvej 178, 3. tv","Aarhus C",8000,"2018-01-11",1329545,1,28,1939,56.156155,10.176785
"Kriegersvej 19, 3. 4","Aarhus C",8000,"2018-01-11",1895000,2,54,1875,56.15011,10.199668
"Valdemars Have 26, 2. mf","Aarhus C",8000,"2018-01-11",3100000,3,76,2019,56.151485,10.197303
"Willemoesgade 41, 2. 2","Aarhus N",8200,"2018-01-11",1948000,2,56,1940,56.174706,10.211641
"Langelinieparken 16, 3. th","Aarhus C",8000,"2018-01-11",8100000,4,157,2019,56.166172,10.219166
"Trøjborgvej 52, 4. th","Aarhus N",8200,"2018-01-10",2587000,3,201,1914,56.169956,10.212341
"De Mezas Vej 15, 2. th","Aarhus C",8000,"2018-01-10",2348000,2,61,1918,56.14491,10.19151
"Kriegersvej 19, 3. 2","Aarhus C",8000,"2018-01-10",1980000,2,68,1875,56.15011,10.199668
"Skanderborgvej 88, st. 4","Aarhus C",8000,"2018-01-10",1615000,2,54,1942,56.14029,10.181922
"Stadion Allé 4, 4. th","Aarhus C",8000,"2018-01-10",1800000,3,76,1928,56.14396,10.193667
"St.St. Blichers Gade 9, 1","Aarhus C",8000,"2018-01-09",1900000,2,55,1894,56.148045,10.206497
"Vestergade 80, 1. tv","Aarhus C",8000,"2018-01-09",2388500,2,63,1930,56.15707,10.198164
"Marselis Boulevard 28, 5. 2","Aarhus C",8000,"2018-01-09",1647000,2,52,1959,56.141796,10.201582
"Lundingsgade 13, st. th","Aarhus C",8000,"2018-01-09",1775000,3,77,1901,56.146347,10.1954365
"Lollandsgade 66, 1","Aarhus C",8000,"2018-01-09",5159564,2,53,1898,56.16154,10.200709
"Lollandsgade 66, 3","Aarhus C",8000,"2018-01-09",1690436,2,48,1898,56.16154,10.200709
"Marstrandsgade 26, 5","Aarhus C",8000,"2018-01-08",2761000,3,66,1931,56.154324,10.197086
"Vestervang 8, 7. 872","Aarhus C",8000,"2018-01-08",3199000,3,76,1970,56.162125,10.194457
"Lundbyesgade 22, 2. tv","Aarhus C",8000,"2018-01-07",2650000,3,68,1927,56.154938,10.195014
"Langenæs Allé 47, 3. th","Aarhus C",8000,"2018-01-07",1750000,3,92,1960,56.1412,10.180963
"Vesterbrogade 9, 2. th","Aarhus C",8000,"2018-01-07",3300000,4,96,1929,56.157875,10.196985
"Marselis Boulevard 75, 1","Aarhus C",8000,"2018-01-07",2349000,3,65,1933,56.13932,10.193569
"Dagmar Petersens Gade 100B, st","Aarhus C",8000,"2018-01-07",1925000,2,53,2017,56.16721,10.227471
"Strandparken 1, 2. tv","Aarhus C",8000,"2018-01-04",2550000,2,72,1935,56.1451,10.205915
"Mejlgade 87, 2. tv","Aarhus C",8000,"2017-05-04",2560000,3,63,1901,56.161873,10.214471
"Vestervang 28, 5. tv","Aarhus C",8000,"2017-05-04",3125000,3,94,1983,56.164295,10.19277
"Vestervang 35, st. 3502","Aarhus C",8000,"2017-05-04",2175000,1,58,1969,56.164497,10.190631
"Marselis Boulevard 67, 1. th","Aarhus C",8000,"2017-05-03",2300000,3,63,1933,56.139782,10.19348
"Jerichausgade 2, 2. tv","Aarhus C",8000,"2017-05-03",2198000,2,60,1931,56.15434,10.196899
"Kroghsgade 10, 1","Aarhus C",8000,"2017-05-03",2250000,2,61,1885,56.145493,10.196264
"Bogensegade 9, 2. tv","Aarhus C",8000,"2017-05-03",3636000,3,81,1910,56.14406,10.201403
"Gyldenløvesgade 8, 3. tv","Aarhus N",8200,"2017-05-03",2340000,2,56,1930,56.170193,10.218362
"Otte Ruds Gade 59, st","Aarhus N",8200,"2017-05-03",1867000,2,63,1933,56.171925,10.213438
"Skovgaardsgade 16, 1. tv","Aarhus C",8000,"2017-05-03",2698000,3,72,1927,56.15469,10.194373
"Ceresbyen 40, 3. 3","Aarhus C",8000,"2017-05-03",3450000,3,95,2017,56.156464,10.191863
"Bernhardt Jensens Boulevard 123, 7. 4","Aarhus C",8000,"2017-05-03",9800000,4,219,2017,56.166744,10.227419
"Strandvejen 32, 3","Aarhus C",8000,"2017-05-02",4398000,5,117,1908,56.146164,10.208531
"Hedemannsgade 3, 1","Aarhus C",8000,"2017-05-02",3680000,4,108,1911,56.146492,10.191383
"Vesterport 8B, 2. tv","Aarhus C",8000,"2017-05-02",5900000,8,190,1870,56.158047,10.200052
"Mariane Thomsens Gade 6, 12. 4","Aarhus C",8000,"2017-05-02",5388000,3,78,2016,56.165455,10.229179
"Irma Pedersens Gade 87, 8. mf","Aarhus C",8000,"2017-05-02",4850000,3,113,2019,56.16259,10.228645
"Ceresbyen 42, 5. 1","Aarhus C",8000,"2017-05-02",6325000,3,116,2017,56.1563,10.191969
"Vestre Ringgade 202, 1. th","Aarhus C",8000,"2017-05-02",2469000,3,85,1948,56.16882,10.193957
"Dronning Margrethes Vej 9, st","Aarhus N",8200,"2017-05-02",4195000,5,147,1901,56.169636,10.21911
"Irma Pedersens Gade 25, 4. 1","Aarhus C",8000,"2017-05-02",4300000,4,107,2019,56.16339,10.228459
"Herluf Trolles Gade 22, 1","Aarhus N",8200,"2017-05-01",3100000,3,95,1912,56.172966,10.218085
"Søndre Ringgade 35, st. th","Aarhus C",8000,"2017-05-01",3600000,4,103,1934,56.142986,10.190313
"Bernhardt Jensens Boulevard 91, 1. tv","Aarhus C",8000,"2017-05-01",2999000,3,91,2016,56.165676,10.225638
"Nordborggade 15, 2. 3","Aarhus C",8000,"2017-05-01",1245000,1,40,1959,56.144382,10.186247
"Vesterbrogade 11, st. 1","Aarhus C",8000,"2017-05-01",1575000,2,57,1984,56.157818,10.196739
"Ny Munkegade 2B, 1. th","Aarhus C",8000,"2017-05-01",1895000,2,46,1900,56.160065,10.204265
"Nørrebrogade 20F, 3. th","Aarhus C",8000,"2017-05-01",2795000,3,71,2015,56.163616,10.211548
"Olfert Fischers Gade 3, 1. 2","Aarhus N",8200,"2017-04-30",1800000,2,54,1943,56.174393,10.211187
"Carl Blochs Gade 33, 5. tv","Aarhus C",8000,"2017-04-30",1800000,2,64,1920,56.154926,10.194068
"Nordborggade 4, 1. tv","Aarhus C",8000,"2017-04-30",2775000,3,84,1944,56.144234,10.187113
"Østboulevarden 17, 1","Aarhus C",8000,"2017-04-30",5900000,5,157,1906,56.164455,10.212941
"Langelinieparken 20, 1. th","Aarhus C",8000,"2017-04-30",5600000,3,118,2019,56.16683,10.219727
"Ny Munkegade 2B, 1. tv","Aarhus C",8000,"2017-04-29",2125000,3,53,1900,56.160065,10.204265
"Marselisborg Allé 31, 3","Aarhus C",8000,"2017-04-29",3680000,4,88,1898,56.146442,10.206646
"Lollandsgade 4, st","Aarhus C",8000,"2017-04-27",2000000,3,61,1899,56.159767,10.202575
"Møllegade 7B, st. tv","Aarhus C",8000,"2017-04-27",2598000,3,78,1995,56.156906,10.201337
"Trøjborgvej 24, 3. th","Aarhus N",8200,"2017-04-27",1825000,2,48,1900,56.169495,10.215137
"Helga Pedersens Gade 13, 4. 1","Aarhus C",8000,"2017-04-27",2598000,2,61,2012,56.166367,10.229852
"Mariane Thomsens Gade 6, 11. 2","Aarhus C",8000,"2017-07-04",4225000,3,102,2016,56.165455,10.229179
"Thunøgade 54, 1","Aarhus C",8000,"2017-07-03",5210000,4,146,1896,56.160755,10.201175
"Strandparken 21, st. th","Aarhus C",8000,"2017-07-03",3574000,2,94,1938,56.144722,10.207896
"Jordbrovej 8, st. 4","Aarhus N",8200,"2017-07-03",1535000,2,46,1939,56.173607,10.200133
"Ceresbyen 44, 2. 4","Aarhus C",8000,"2017-07-03",9300000,2,53,2017,56.156128,10.19216
"Irma Pedersens Gade 115, 7. 4","Aarhus C",8000,"2017-07-03",4700000,3,97,2019,56.16301,10.228783
"Sønderport 3, st. tv","Aarhus C",8000,"2017-07-03",2450000,3,92,1938,56.140068,10.183346
"Niels Juels Gade 9, 3. th","Aarhus N",8200,"2017-07-02",1000000,2,50,1902,56.16954,10.218342
"Åboulevarden 55, 6. th","Aarhus C",8000,"2017-07-02",1900000,2,46,1928,56.155956,10.204189
"Vestervang 24, st. tv","Aarhus C",8000,"2017-07-02",12000000,2,51,1986,56.164,10.193677
"Bernhardt Jensens Boulevard 111, 1. 3","Aarhus C",8000,"2017-07-02",2900000,2,88,2017,56.16679,10.226766
"Søgade 1D, 1. tv","Aarhus C",8000,"2017-06-30",1700000,3,80,1917,56.150043,10.198209
"Marselisborg Allé 10, 2. tv","Aarhus C",8000,"2017-06-30",1320000,3,73,1990,56.14763,10.207188
"Åhusene 6, 2. 3","Aarhus C",8000,"2017-06-30",1552500,2,52,2013,56.15303,10.187961
